 0.00000    , 0.1358806E+08
0.100000    , 0.1259347E+08
0.200000    , 0.1250954E+08
0.300000    , 0.1205519E+08
0.400000    , 0.1195770E+08
0.500000    , 0.1187216E+08
0.600000    , 0.1178372E+08
0.700000    , 0.1169777E+08
0.800000    , 0.1161887E+08
0.900000    , 0.1131670E+08
 1.00000    , 0.1125106E+08
 1.10000    , 0.1115631E+08
 1.20000    , 0.1107847E+08
 1.30000    , 0.1103185E+08
 1.40000    , 0.1099125E+08
 1.50000    , 0.1093475E+08
 1.60000    , 0.1104285E+08
 1.70000    , 0.1097692E+08
 1.80000    , 0.1060800E+08
 1.90000    , 0.1051850E+08
 2.00000    , 0.1045994E+08
 2.10000    , 0.1041492E+08
 2.20000    , 0.1036349E+08
 2.30000    , 0.1030128E+08
 2.40000    ,  9510410.    
 2.50000    ,  9450872.    
 2.60000    ,  9309333.    
 2.70000    ,  9241098.    
 2.80000    ,  9199838.    
 2.90000    ,  9149521.    
 3.00000    ,  9085939.    
 3.10000    ,  9042055.    
 3.20000    ,  8998187.    
 3.30000    ,  8952754.    
 3.40000    ,  8885737.    
 3.50000    ,  8830426.    
 3.60000    ,  8782970.    
 3.70000    ,  8726373.    
 3.80000    ,  8672377.    
 3.90000    ,  8624777.    
 4.00000    ,  8600858.    
 4.10000    ,  8567627.    
 4.20000    ,  8518436.    
 4.30000    ,  8477821.    
 4.40000    ,  8441128.    
 4.50000    ,  8394075.    
 4.60000    ,  8355976.    
 4.70000    ,  8312427.    
 4.80000    ,  8253041.    
 4.90000    ,  8223514.    
 5.00000    ,  8180785.    
 5.10000    ,  8143087.    
 5.20000    ,  8109590.    
 5.30000    ,  8069726.    
 5.40000    ,  8046690.    
 5.50000    ,  8017381.    
 5.60000    ,  7970776.    
 5.70000    ,  7903797.    
 5.80000    ,  7882304.    
 5.90000    ,  7864421.    
 6.00000    ,  7832678.    
 6.10000    ,  7795490.    
 6.20000    ,  7770645.    
 6.30000    ,  7783058.    
 6.40000    ,  7750119.    
 6.50000    ,  7541946.    
 6.60000    ,  7503739.    
 6.70000    ,  7488034.    
 6.80000    ,  7477906.    
 6.90000    ,  7473869.    
 7.00000    ,  7458186.    
 7.10000    ,  7450716.    
 7.20000    ,  7452064.    
 7.30000    ,  7451349.    
 7.40000    ,  7444283.    
 7.50000    ,  7442868.    
 7.60000    ,  7434606.    
 7.70000    ,  7441198.    
 7.80000    ,  7427283.    
 7.90000    ,  7402607.    
 8.00000    ,  7803064.    
 8.10000    ,  7810147.    
 8.20000    ,  7798023.    
 8.30000    ,  7807541.    
 8.40000    ,  7789685.    
 8.50000    ,  7809662.    
 8.60000    ,  7807886.    
 8.70000    ,  7821910.    
 8.80000    ,  7846884.    
 8.90000    ,  7852515.    
 9.00000    ,  7855169.    
 9.10000    ,  7859941.    
 9.20000    ,  7871541.    
 9.30000    ,  7876535.    
 9.40000    ,  7867334.    
 9.50000    ,  7885284.    
 9.60000    ,  7915295.    
 9.70000    ,  7930120.    
 9.80000    ,  7940548.    
 9.90000    ,  7948902.    
 10.0000    ,  7967451.    
 10.1000    ,  7977981.    
 10.2000    ,  8008313.    
 10.3000    ,  8088206.    
 10.4000    ,  8107561.    
 10.5000    ,  8136802.    
 10.6000    ,  8340643.    
 10.7000    ,  8373374.    
 10.8000    ,  8407982.    
 10.9000    ,  8418440.    
 11.0000    ,  8441695.    
 11.1000    ,  8462667.    
 11.2000    ,  8468154.    
 11.3000    ,  8482316.    
 11.4000    ,  8508895.    
 11.5000    ,  8547288.    
 11.6000    ,  8579247.    
 11.7000    ,  8632021.    
 11.8000    ,  8668321.    
 11.9000    ,  8713779.    
 12.0000    ,  8758112.    
 12.1000    ,  8797713.    
 12.2000    ,  8846919.    
 12.3000    ,  8882814.    
 12.4000    ,  8926918.    
 12.5000    ,  9024228.    
 12.6000    ,  9060433.    
 12.7000    ,  9094597.    
 12.8000    ,  9136682.    
 12.9000    ,  9176415.    
 13.0000    ,  9249127.    
 13.1000    ,  9294075.    
 13.2000    ,  9353306.    
 13.3000    ,  9785561.    
 13.4000    ,  9835544.    
 13.5000    ,  9888534.    
 13.6000    ,  9909857.    
 13.7000    ,  9961288.    
 13.8000    , 0.1002050E+08
 13.9000    , 0.1008360E+08
 14.0000    , 0.1012583E+08
 14.1000    , 0.1019248E+08
 14.2000    , 0.1025979E+08
 14.3000    , 0.1030652E+08
 14.4000    , 0.1035908E+08
 14.5000    , 0.1041916E+08
 14.6000    , 0.1045694E+08
 14.7000    , 0.1050546E+08
 14.8000    , 0.1056918E+08
 14.9000    , 0.1061330E+08
 15.0000    , 0.1068921E+08
