 5.2544900E+005,-1.3845300E+006, 0.0000000E+000
 5.2551800E+005,-1.3846200E+006, 0.0000000E+000
 5.2554300E+005,-1.3847400E+006, 0.0000000E+000
 5.2553100E+005,-1.3848500E+006, 0.0000000E+000
 5.2550500E+005,-1.3849600E+006, 0.0000000E+000
 5.2546001E+005,-1.3850700E+006, 0.0000000E+000
 5.2542801E+005,-1.3851800E+006, 0.0000000E+000
 5.2541300E+005,-1.3852900E+006, 0.0000000E+000
 5.2540599E+005,-1.3854100E+006, 0.0000000E+000
 5.2540699E+005,-1.3855200E+006, 0.0000000E+000
 5.2541699E+005,-1.3856400E+006, 0.0000000E+000
 5.2541300E+005,-1.3857500E+006, 0.0000000E+000
 5.2540401E+005,-1.3858700E+006, 0.0000000E+000
 5.2541200E+005,-1.3859800E+006, 0.0000000E+000
 5.2543599E+005,-1.3860900E+006, 0.0000000E+000
 5.2547599E+005,-1.3862000E+006, 0.0000000E+000
 5.2554199E+005,-1.3863000E+006, 0.0000000E+000
 5.2563799E+005,-1.3863600E+006, 0.0000000E+000
 5.2574700E+005,-1.3863900E+006, 0.0000000E+000
 5.2586201E+005,-1.3863900E+006, 0.0000000E+000
 5.2596402E+005,-1.3863400E+006, 0.0000000E+000
 5.2604703E+005,-1.3862600E+006, 0.0000000E+000
 5.2612802E+005,-1.3861800E+006, 0.0000000E+000
 5.2620401E+005,-1.3860900E+006, 0.0000000E+000
 5.2627801E+005,-1.3860000E+006, 0.0000000E+000
 5.2636700E+005,-1.3859300E+006, 0.0000000E+000
 5.2647200E+005,-1.3858800E+006, 0.0000000E+000
 5.2658600E+005,-1.3858700E+006, 0.0000000E+000
 5.2669701E+005,-1.3859000E+006, 0.0000000E+000
 5.2679402E+005,-1.3859600E+006, 0.0000000E+000
 5.2687303E+005,-1.3860500E+006, 0.0000000E+000
 5.2692703E+005,-1.3861500E+006, 0.0000000E+000
 5.2695803E+005,-1.3862600E+006, 0.0000000E+000
 5.2698103E+005,-1.3863700E+006, 0.0000000E+000
 5.2701602E+005,-1.3864800E+006, 0.0000000E+000
 5.2708599E+005,-1.3865700E+006, 0.0000000E+000
 5.2718099E+005,-1.3866400E+006, 0.0000000E+000
 5.2728699E+005,-1.3866800E+006, 0.0000000E+000
 5.2739800E+005,-1.3867100E+006, 0.0000000E+000
 5.2751100E+005,-1.3867300E+006, 0.0000000E+000
 5.2762600E+005,-1.3867400E+006, 0.0000000E+000
 5.2773900E+005,-1.3867600E+006, 0.0000000E+000
 5.2784900E+005,-1.3868000E+006, 0.0000000E+000
 5.2795600E+005,-1.3868400E+006, 0.0000000E+000
 5.2805500E+005,-1.3869000E+006, 0.0000000E+000
 5.2813901E+005,-1.3869800E+006, 0.0000000E+000
 5.2822201E+005,-1.3870600E+006, 0.0000000E+000
 5.2830200E+005,-1.3871400E+006, 0.0000000E+000
