    10  1.00000E-001  2.01780E+000  1.20398E-002
    20  2.00000E-001  2.01841E+000  1.20207E-002
    30  3.00000E-001  2.00908E+000  1.20120E-002
    40  4.00000E-001  2.00969E+000  1.20060E-002
    50  5.00000E-001  2.01029E+000  1.20009E-002
    60  6.00000E-001  2.01090E+000  1.19964E-002
    70  7.00000E-001  2.01151E+000  1.19922E-002
    80  8.00000E-001  2.01212E+000  1.19882E-002
    90  9.00000E-001  2.00591E+000  1.19833E-002
   100  1.00000E+000  2.00651E+000  1.19778E-002
   110  1.10000E+000  2.00712E+000  1.19727E-002
   120  1.20000E+000  2.00773E+000  1.19678E-002
   130  1.30000E+000  2.00834E+000  1.19632E-002
   140  1.40000E+000  2.00895E+000  1.19588E-002
   150  1.50000E+000  2.00957E+000  1.19545E-002
   160  1.60000E+000  2.00323E+000  1.19496E-002
   170  1.70000E+000  2.00383E+000  1.19442E-002
   180  1.80000E+000  1.99647E+000  1.19379E-002
   190  1.90000E+000  1.99707E+000  1.19320E-002
   200  2.00000E+000  1.99767E+000  1.19264E-002
   210  2.10000E+000  1.99828E+000  1.19209E-002
   220  2.20000E+000  1.99889E+000  1.19157E-002
   230  2.30000E+000  1.99950E+000  1.19107E-002
   240  2.40000E+000  1.98584E+000  1.19054E-002
   250  2.50000E+000  1.98644E+000  1.18997E-002
   260  2.60000E+000  1.98314E+000  1.18937E-002
   270  2.70000E+000  1.98374E+000  1.18878E-002
   280  2.80000E+000  1.98435E+000  1.18822E-002
   290  2.90000E+000  1.98495E+000  1.18768E-002
   300  3.00000E+000  1.98556E+000  1.18716E-002
   310  3.10000E+000  1.98617E+000  1.18665E-002
   320  3.20000E+000  1.98678E+000  1.18616E-002
   330  3.30000E+000  1.98739E+000  1.18568E-002
   340  3.40000E+000  1.98801E+000  1.18521E-002
   350  3.50000E+000  1.98862E+000  1.18475E-002
   360  3.60000E+000  1.98924E+000  1.18430E-002
   370  3.70000E+000  1.98986E+000  1.18386E-002
   380  3.80000E+000  1.99048E+000  1.18344E-002
   390  3.90000E+000  1.99111E+000  1.18301E-002
   400  4.00000E+000  1.99173E+000  1.18260E-002
   410  4.10000E+000  1.99236E+000  1.18219E-002
   420  4.20000E+000  1.99299E+000  1.18179E-002
   430  4.30000E+000  1.99362E+000  1.18140E-002
   440  4.40000E+000  1.99425E+000  1.18101E-002
   450  4.50000E+000  1.99488E+000  1.18063E-002
   460  4.60000E+000  1.99552E+000  1.18026E-002
   470  4.70000E+000  1.99601E+000  1.17989E-002
   480  4.80000E+000  1.99650E+000  1.17951E-002
   490  4.90000E+000  1.99714E+000  1.17915E-002
   500  5.00000E+000  1.99778E+000  1.17879E-002
   510  5.10000E+000  1.99842E+000  1.17843E-002
   520  5.20000E+000  1.99906E+000  1.17808E-002
   530  5.30000E+000  1.99971E+000  1.17773E-002
   540  5.40000E+000  2.00035E+000  1.17739E-002
   550  5.50000E+000  2.00100E+000  1.17705E-002
   560  5.60000E+000  2.00165E+000  1.17671E-002
   570  5.70000E+000  2.00230E+000  1.17638E-002
   580  5.80000E+000  2.00295E+000  1.17606E-002
   590  5.90000E+000  2.00361E+000  1.17573E-002
   600  6.00000E+000  2.00426E+000  1.17542E-002
   610  6.10000E+000  2.00492E+000  1.17510E-002
   620  6.20000E+000  2.00553E+000  1.17479E-002
   630  6.30000E+000  2.00618E+000  1.17447E-002
   640  6.40000E+000  2.00684E+000  1.17416E-002
   650  6.50000E+000  2.00194E+000  1.17383E-002
   660  6.60000E+000  2.00252E+000  1.17349E-002
   670  6.70000E+000  2.00317E+000  1.17315E-002
   680  6.80000E+000  2.00383E+000  1.17281E-002
   690  6.90000E+000  2.00448E+000  1.17248E-002
   700  7.00000E+000  2.00514E+000  1.17216E-002
   710  7.10000E+000  2.00580E+000  1.17184E-002
   720  7.20000E+000  2.00646E+000  1.17152E-002
   730  7.30000E+000  2.00712E+000  1.17120E-002
   740  7.40000E+000  2.00778E+000  1.17089E-002
   750  7.50000E+000  2.00835E+000  1.17057E-002
   760  7.60000E+000  2.00901E+000  1.17026E-002
   770  7.70000E+000  2.00968E+000  1.16994E-002
   780  7.80000E+000  2.01034E+000  1.16963E-002
   790  7.90000E+000  2.01101E+000  1.16933E-002
   800  8.00000E+000  2.00096E+000  1.16903E-002
   810  8.10000E+000  2.00162E+000  1.16873E-002
   820  8.20000E+000  2.00228E+000  1.16844E-002
   830  8.30000E+000  2.00294E+000  1.16815E-002
   840  8.40000E+000  2.00360E+000  1.16786E-002
   850  8.50000E+000  2.00426E+000  1.16757E-002
   860  8.60000E+000  2.00492E+000  1.16728E-002
   870  8.70000E+000  2.00558E+000  1.16700E-002
   880  8.80000E+000  2.00604E+000  1.16672E-002
   890  8.90000E+000  2.00671E+000  1.16644E-002
   900  9.00000E+000  2.00715E+000  1.16616E-002
   910  9.10000E+000  2.00785E+000  1.16589E-002
   920  9.20000E+000  2.00852E+000  1.16563E-002
   930  9.30000E+000  2.00919E+000  1.16538E-002
   940  9.40000E+000  2.00988E+000  1.16513E-002
   950  9.50000E+000  2.01055E+000  1.16488E-002
   960  9.60000E+000  2.01123E+000  1.16463E-002
   970  9.70000E+000  2.01194E+000  1.16440E-002
   980  9.80000E+000  2.01263E+000  1.16417E-002
   990  9.90000E+000  2.01331E+000  1.16395E-002
  1000  1.00000E+001  2.01399E+000  1.16373E-002
  1010  1.01000E+001  2.01467E+000  1.16351E-002
  1020  1.02000E+001  2.01535E+000  1.16329E-002
  1030  1.03000E+001  2.01101E+000  1.16307E-002
  1040  1.04000E+001  2.01168E+000  1.16285E-002
  1050  1.05000E+001  2.01235E+000  1.16263E-002
  1060  1.06000E+001  2.00490E+000  1.16242E-002
  1070  1.07000E+001  2.00558E+000  1.16222E-002
  1080  1.08000E+001  2.00628E+000  1.16203E-002
  1090  1.09000E+001  2.00638E+000  1.16184E-002
  1100  1.10000E+001  2.00706E+000  1.16165E-002
  1110  1.11000E+001  2.00773E+000  1.16146E-002
  1120  1.12000E+001  2.00842E+000  1.16128E-002
  1130  1.13000E+001  2.00910E+000  1.16111E-002
  1140  1.14000E+001  2.00977E+000  1.16093E-002
  1150  1.15000E+001  2.01045E+000  1.16075E-002
  1160  1.16000E+001  2.01114E+000  1.16057E-002
  1170  1.17000E+001  2.01185E+000  1.16040E-002
  1180  1.18000E+001  2.01255E+000  1.16023E-002
  1190  1.19000E+001  2.01323E+000  1.16007E-002
  1200  1.20000E+001  2.01393E+000  1.15990E-002
  1210  1.21000E+001  2.01461E+000  1.15974E-002
  1220  1.22000E+001  2.01527E+000  1.15958E-002
  1230  1.23000E+001  2.01576E+000  1.15943E-002
  1240  1.24000E+001  2.01647E+000  1.15928E-002
  1250  1.25000E+001  2.01046E+000  1.15914E-002
  1260  1.26000E+001  2.01098E+000  1.15901E-002
  1270  1.27000E+001  2.01167E+000  1.15888E-002
  1280  1.28000E+001  2.01235E+000  1.15876E-002
  1290  1.29000E+001  2.01305E+000  1.15863E-002
  1300  1.30000E+001  2.01375E+000  1.15851E-002
  1310  1.31000E+001  2.01443E+000  1.15838E-002
  1320  1.32000E+001  2.01517E+000  1.15826E-002
  1330  1.33000E+001  2.00376E+000  1.15817E-002
  1340  1.34000E+001  2.00446E+000  1.15806E-002
  1350  1.35000E+001  2.00515E+000  1.15796E-002
  1360  1.36000E+001  2.00583E+000  1.15786E-002
  1370  1.37000E+001  2.00653E+000  1.15775E-002
  1380  1.38000E+001  2.00708E+000  1.15765E-002
  1390  1.39000E+001  2.00779E+000  1.15755E-002
  1400  1.40000E+001  2.00849E+000  1.15746E-002
  1410  1.41000E+001  2.00892E+000  1.15736E-002
  1420  1.42000E+001  2.00880E+000  1.15726E-002
  1430  1.43000E+001  2.00950E+000  1.15717E-002
  1440  1.44000E+001  2.01019E+000  1.15707E-002
  1450  1.45000E+001  2.01072E+000  1.15697E-002
  1460  1.46000E+001  2.01141E+000  1.15687E-002
  1470  1.47000E+001  2.01215E+000  1.15678E-002
  1480  1.48000E+001  2.01290E+000  1.15669E-002
  1490  1.49000E+001  2.01359E+000  1.15662E-002
  1500  1.50000E+001  2.01428E+000  1.15654E-002
