  702586.     -0.148476E+07 0.0 0.0   145.136    
  702511.     -0.148467E+07 0.0 0.0   145.146    
  702448.     -0.148457E+07 0.0 0.0   145.155    
  702383.     -0.148448E+07 0.0 0.0   145.165    
  702313.     -0.148439E+07 0.0 0.0   145.175    
  702234.     -0.148430E+07 0.0 0.0   145.185    
  702154.     -0.148422E+07 0.0 0.0   145.195    
  702068.     -0.148414E+07 0.0 0.0   145.205    
  701957.     -0.148412E+07 0.0 0.0   145.215    
  701856.     -0.148417E+07 0.0 0.0   145.225    
  701790.     -0.148427E+07 0.0 0.0   145.235    
  701743.     -0.148437E+07 0.0 0.0   145.244    
  701699.     -0.148448E+07 0.0 0.0   145.254    
  701657.     -0.148459E+07 0.0 0.0   145.264    
  701623.     -0.148470E+07 0.0 0.0   145.274    
  701587.     -0.148480E+07 0.0 0.0   145.284    
  701518.     -0.148490E+07 0.0 0.0   145.294    
  701412.     -0.148494E+07 0.0 0.0   145.304    
  701307.     -0.148489E+07 0.0 0.0   145.314    
  701237.     -0.148480E+07 0.0 0.0   145.324    
  701172.     -0.148471E+07 0.0 0.0   145.333    
  701106.     -0.148461E+07 0.0 0.0   145.343    
  701029.     -0.148453E+07 0.0 0.0   145.353    
  700943.     -0.148445E+07 0.0 0.0   145.363    
  700852.     -0.148438E+07 0.0 0.0   145.373    
  700759.     -0.148431E+07 0.0 0.0   145.383    
  700663.     -0.148425E+07 0.0 0.0   145.393    
  700574.     -0.148418E+07 0.0 0.0   145.403    
  700493.     -0.148410E+07 0.0 0.0   145.413    
  700421.     -0.148401E+07 0.0 0.0   145.422    
  700360.     -0.148391E+07 0.0 0.0   145.432    
  700301.     -0.148381E+07 0.0 0.0   145.442    
  700243.     -0.148371E+07 0.0 0.0   145.452    
  700186.     -0.148361E+07 0.0 0.0   145.462    
  700123.     -0.148351E+07 0.0 0.0   145.472    
  700057.     -0.148342E+07 0.0 0.0   145.482    
  699990.     -0.148333E+07 0.0 0.0   145.492    
  699921.     -0.148323E+07 0.0 0.0   145.502    
  699850.     -0.148314E+07 0.0 0.0   145.511    
  699778.     -0.148305E+07 0.0 0.0   145.521    
  699700.     -0.148297E+07 0.0 0.0   145.531    
  699618.     -0.148289E+07 0.0 0.0   145.541    
  699537.     -0.148281E+07 0.0 0.0   145.551    
  699463.     -0.148272E+07 0.0 0.0   145.561    
  699391.     -0.148263E+07 0.0 0.0   145.571    
  699318.     -0.148254E+07 0.0 0.0   145.581    
  699246.     -0.148245E+07 0.0 0.0   145.591    
  699173.     -0.148236E+07 0.0 0.0   145.600    
  699085.     -0.148229E+07 0.0 0.0   145.610    
  698973.     -0.148226E+07 0.0 0.0   145.620    
  698859.     -0.148227E+07 0.0 0.0   145.630    
  698760.     -0.148233E+07 0.0 0.0   145.640    
  698721.     -0.148244E+07 0.0 0.0   145.650    
  698782.     -0.148253E+07 0.0 0.0   145.660    
  698855.     -0.148262E+07 0.0 0.0   145.670    
  698901.     -0.148273E+07 0.0 0.0   145.680    
  698907.     -0.148284E+07 0.0 0.0   145.689    
  698860.     -0.148295E+07 0.0 0.0   145.699    
  698768.     -0.148302E+07 0.0 0.0   145.709    
  698658.     -0.148305E+07 0.0 0.0   145.719    
  698544.     -0.148306E+07 0.0 0.0   145.729    
  698429.     -0.148307E+07 0.0 0.0   145.739    
  698314.     -0.148308E+07 0.0 0.0   145.749    
  698199.     -0.148308E+07 0.0 0.0   145.759    
  698085.     -0.148310E+07 0.0 0.0   145.769    
  697975.     -0.148313E+07 0.0 0.0   145.778    
  697867.     -0.148317E+07 0.0 0.0   145.788    
  697760.     -0.148321E+07 0.0 0.0   145.798    
  697659.     -0.148327E+07 0.0 0.0   145.808    
  697563.     -0.148333E+07 0.0 0.0   145.818    
  697464.     -0.148339E+07 0.0 0.0   145.828    
  697363.     -0.148344E+07 0.0 0.0   145.838    
  697256.     -0.148349E+07 0.0 0.0   145.848    
  697147.     -0.148352E+07 0.0 0.0   145.858    
  697036.     -0.148355E+07 0.0 0.0   145.867    
  696923.     -0.148357E+07 0.0 0.0   145.877    
  696808.     -0.148358E+07 0.0 0.0   145.887    
  696694.     -0.148357E+07 0.0 0.0   145.897    
  696583.     -0.148354E+07 0.0 0.0   145.907    
  696481.     -0.148348E+07 0.0 0.0   145.917    
  696406.     -0.148340E+07 0.0 0.0   145.927    
  696392.     -0.148328E+07 0.0 0.0   145.937    
  696425.     -0.148317E+07 0.0 0.0   145.947    
  696471.     -0.148307E+07 0.0 0.0   145.956    
  696522.     -0.148296E+07 0.0 0.0   145.966    
  696579.     -0.148286E+07 0.0 0.0   145.976    
  696638.     -0.148277E+07 0.0 0.0   145.986    
  696698.     -0.148267E+07 0.0 0.0   145.996    
  696756.     -0.148257E+07 0.0 0.0   146.006    
  696817.     -0.148247E+07 0.0 0.0   146.016    
  696875.     -0.148237E+07 0.0 0.0   146.026    
  696933.     -0.148227E+07 0.0 0.0   146.036    
  696999.     -0.148218E+07 0.0 0.0   146.045    
  697079.     -0.148209E+07 0.0 0.0   146.055    
  697163.     -0.148202E+07 0.0 0.0   146.065    
  697239.     -0.148193E+07 0.0 0.0   146.075    
  697269.     -0.148182E+07 0.0 0.0   146.085    
  697249.     -0.148171E+07 0.0 0.0   146.095    
  697199.     -0.148160E+07 0.0 0.0   146.105    
  697110.     -0.148153E+07 0.0 0.0   146.115    
  697010.     -0.148147E+07 0.0 0.0   146.125    
  696912.     -0.148141E+07 0.0 0.0   146.134    
  696820.     -0.148134E+07 0.0 0.0   146.144    
  696730.     -0.148127E+07 0.0 0.0   146.154    
  696642.     -0.148120E+07 0.0 0.0   146.164    
