  24472.4      -406.515     0.0 1.0   0.00000    
  24517.9      -438.364     0.0 1.0   0.00000    
  24559.6      -472.598     0.0 1.0   0.00000    
  24588.4      -512.002     0.0 1.0   0.00000    
  24610.9      -555.514     0.0 1.0   0.00000    
  24634.1      -617.581     0.0 1.0   0.00000    
  24648.4      -668.178     0.0 1.0   0.00000    
  24661.3      -729.146     0.0 1.0   0.00000    
  24670.2      -789.613     0.0 1.0   0.00000    
  24675.6      -856.457     0.0 1.0   0.00000    
  24676.4      -914.282     0.0 1.0   0.00000    
  24673.1      -974.716     0.0 1.0   0.00000    
  24668.7      -1013.09     0.0 1.0   0.00000    
  24662.4      -1051.01     0.0 1.0   0.00000    
  24652.1      -1096.34     0.0 1.0   0.00000    
  24637.9      -1143.68     0.0 1.0   0.00000    
  24625.6      -1176.62     0.0 1.0   0.00000    
  24611.5      -1208.84     0.0 1.0   0.00000    
  24592.7      -1245.58     0.0 1.0   0.00000    
  24571.0      -1281.18     0.0 1.0   0.00000    
  24539.7      -1324.02     0.0 1.0   0.00000    
  24501.8      -1365.97     0.0 1.0   0.00000    
  24452.2      -1408.63     0.0 1.0   0.00000    
  24419.5      -1430.62     0.0 1.0   0.00000    
  24384.1      -1449.85     0.0 1.0   0.00000    
  24352.7      -1463.27     0.0 1.0   0.00000    
  24320.0      -1473.72     0.0 1.0   0.00000    
  24274.5      -1482.48     0.0 1.0   0.00000    
  24228.8      -1484.43     0.0 1.0   0.00000    
  24175.5      -1477.43     0.0 1.0   0.00000    
  24122.5      -1458.67     0.0 1.0   0.00000    
  24080.6      -1432.48     0.0 1.0   0.00000    
  24044.8      -1397.45     0.0 1.0   0.00000    
  24024.4      -1367.83     0.0 1.0   0.00000    
  24009.2      -1335.49     0.0 1.0   0.00000    
  23996.8      -1285.08     0.0 1.0   0.00000    
  23995.6      -1238.60     0.0 1.0   0.00000    
  24001.4      -1200.76     0.0 1.0   0.00000    
  24011.8      -1165.88     0.0 1.0   0.00000    
  24039.1      -1109.99     0.0 1.0   0.00000    
  24059.2      -1078.50     0.0 1.0   0.00000    
  24078.7      -1051.70     0.0 1.0   0.00000    
  24112.4      -1009.46     0.0 1.0   0.00000    
  24148.9      -964.758     0.0 1.0   0.00000    
  24186.1      -915.222     0.0 1.0   0.00000    
  24220.8      -859.784     0.0 1.0   0.00000    
  24242.1      -816.068     0.0 1.0   0.00000    
  24259.9      -767.016     0.0 1.0   0.00000    
  24272.3      -713.120     0.0 1.0   0.00000    
  24277.0      -671.265     0.0 1.0   0.00000    
  24277.6      -629.561     0.0 1.0   0.00000    
  24272.7      -577.045     0.0 1.0   0.00000    
  24261.9      -526.061     0.0 1.0   0.00000    
  24243.2      -469.865     0.0 1.0   0.00000    
  24218.5      -416.744     0.0 1.0   0.00000    
  24196.9      -379.501     0.0 1.0   0.00000    
  24173.1      -344.496     0.0 1.0   0.00000    
  24130.3      -292.661     0.0 1.0   0.00000    
  24082.1      -245.750     0.0 1.0   0.00000    
  24029.7      -204.516     0.0 1.0   0.00000    
  23996.8      -182.572     0.0 1.0   0.00000    
  23964.8      -163.458     0.0 1.0   0.00000    
  23927.7      -143.650     0.0 1.0   0.00000    
  23890.7      -125.656     0.0 1.0   0.00000    
  23855.4      -109.598     0.0 1.0   0.00000    
  23820.7      -94.3133     0.0 1.0   0.00000    
  23781.1      -76.7812     0.0 1.0   0.00000    
  23740.6      -57.9818     0.0 1.0   0.00000    
  23682.0      -27.5497     0.0 1.0   0.00000    
  23631.5       3.69731     0.0 1.0   0.00000    
  23580.0       41.7772     0.0 1.0   0.00000    
  23553.1       64.2927     0.0 1.0   0.00000    
  23527.1       87.7236     0.0 1.0   0.00000    
  23484.9       128.144     0.0 1.0   0.00000    
  23459.8       152.311     0.0 1.0   0.00000    
  23433.4       176.873     0.0 1.0   0.00000    
  23400.3       205.352     0.0 1.0   0.00000    
  23362.0       233.420     0.0 1.0   0.00000    
  23322.7       255.789     0.0 1.0   0.00000    
  23275.4       273.723     0.0 1.0   0.00000    
  23213.8       282.352     0.0 1.0   0.00000    
  23160.9       274.934     0.0 1.0   0.00000    
  23113.6       253.246     0.0 1.0   0.00000    
  23080.1       223.332     0.0 1.0   0.00000    
  23056.8       185.103     0.0 1.0   0.00000    
  23046.1       118.589     0.0 1.0   0.00000    
  23053.0       86.2039     0.0 1.0   0.00000    
  23069.0       51.8696     0.0 1.0   0.00000    
  23089.7       23.5186     0.0 1.0   0.00000    
  23126.5      -12.2247     0.0 1.0   0.00000    
  23169.7      -49.7411     0.0 1.0   0.00000    
  23194.1      -73.8835     0.0 1.0   0.00000    
  23216.4      -100.618     0.0 1.0   0.00000    
  23246.4      -155.264     0.0 1.0   0.00000    
  23254.8      -216.234     0.0 1.0   0.00000    
  23243.4      -279.368     0.0 1.0   0.00000    
  23228.5      -313.691     0.0 1.0   0.00000    
  23206.8      -343.462     0.0 1.0   0.00000    
  23156.6      -377.923     0.0 1.0   0.00000    
  23096.3      -397.195     0.0 1.0   0.00000    
  23046.4      -397.031     0.0 1.0   0.00000    
  22989.4      -389.858     0.0 1.0   0.00000    
  22923.6      -382.891     0.0 1.0   0.00000    
  22876.8      -383.419     0.0 1.0   0.00000    
  22823.8      -391.751     0.0 1.0   0.00000    
  22761.4      -416.053     0.0 1.0   0.00000    
  22730.1      -437.042     0.0 1.0   0.00000    
  22703.0      -462.573     0.0 1.0   0.00000    
  22674.1      -504.122     0.0 1.0   0.00000    
  22657.0      -548.133     0.0 1.0   0.00000    
  22650.3      -596.451     0.0 1.0   0.00000    
  22654.4      -642.348     0.0 1.0   0.00000    
  22675.3      -702.616     0.0 1.0   0.00000    
  22702.2      -746.623     0.0 1.0   0.00000    
  22728.8      -779.254     0.0 1.0   0.00000    
  22757.3      -808.598     0.0 1.0   0.00000    
  22781.8      -831.337     0.0 1.0   0.00000    
  22815.3      -860.795     0.0 1.0   0.00000    
  22855.8      -896.435     0.0 1.0   0.00000    
  22882.3      -921.547     0.0 1.0   0.00000    
  22908.9      -949.267     0.0 1.0   0.00000    
  22941.3      -988.440     0.0 1.0   0.00000    
  22972.1      -1036.28     0.0 1.0   0.00000    
  22993.0      -1082.58     0.0 1.0   0.00000    
  23007.2      -1136.99     0.0 1.0   0.00000    
  23010.4      -1174.64     0.0 1.0   0.00000    
  23007.9      -1212.38     0.0 1.0   0.00000    
  22996.0      -1258.41     0.0 1.0   0.00000    
  22974.6      -1300.18     0.0 1.0   0.00000    
  22939.0      -1339.93     0.0 1.0   0.00000    
  22892.8      -1368.15     0.0 1.0   0.00000    
  22857.7      -1378.84     0.0 1.0   0.00000    
  22822.5      -1382.37     0.0 1.0   0.00000    
  22770.0      -1375.71     0.0 1.0   0.00000    
  22729.6      -1361.78     0.0 1.0   0.00000    
  22684.5      -1337.81     0.0 1.0   0.00000    
  22656.9      -1319.99     0.0 1.0   0.00000    
  22620.5      -1294.30     0.0 1.0   0.00000    
  22583.1      -1267.86     0.0 1.0   0.00000    
  22529.9      -1234.11     0.0 1.0   0.00000    
  22497.3      -1217.39     0.0 1.0   0.00000    
  22463.2      -1203.26     0.0 1.0   0.00000    
  22411.1      -1187.99     0.0 1.0   0.00000    
  22364.0      -1180.39     0.0 1.0   0.00000    
  22307.2      -1178.25     0.0 1.0   0.00000    
  22251.1      -1182.48     0.0 1.0   0.00000    
  22208.2      -1189.02     0.0 1.0   0.00000    
  22165.8      -1197.52     0.0 1.0   0.00000    
  22124.3      -1207.09     0.0 1.0   0.00000    
  22087.7      -1215.91     0.0 1.0   0.00000    
  22049.5      -1224.97     0.0 1.0   0.00000    
  22011.7      -1233.31     0.0 1.0   0.00000    
  21957.5      -1243.49     0.0 1.0   0.00000    
  21897.9      -1251.22     0.0 1.0   0.00000    
  21856.4      -1253.92     0.0 1.0   0.00000    
  21813.8      -1254.15     0.0 1.0   0.00000    
  21761.7      -1250.47     0.0 1.0   0.00000    
  21706.0      -1240.76     0.0 1.0   0.00000    
  21660.1      -1226.88     0.0 1.0   0.00000    
  21614.9      -1206.03     0.0 1.0   0.00000    
  21567.8      -1172.54     0.0 1.0   0.00000    
  21527.0      -1123.60     0.0 1.0   0.00000    
  21502.9      -1060.89     0.0 1.0   0.00000    
  21499.9      -1023.61     0.0 1.0   0.00000    
  21503.8      -989.783     0.0 1.0   0.00000    
  21515.1      -953.620     0.0 1.0   0.00000    
  21530.6      -923.357     0.0 1.0   0.00000    
  21560.5      -881.529     0.0 1.0   0.00000    
  21595.4      -837.084     0.0 1.0   0.00000    
  21623.9      -788.520     0.0 1.0   0.00000    
  21635.7      -732.076     0.0 1.0   0.00000    
  21623.4      -693.086     0.0 1.0   0.00000    
  21599.4      -668.615     0.0 1.0   0.00000    
  21563.2      -644.560     0.0 1.0   0.00000    
  21524.1      -625.594     0.0 1.0   0.00000    
  21468.6      -602.406     0.0 1.0   0.00000    
  21419.2      -567.609     0.0 1.0   0.00000    
  21386.1      -530.267     0.0 1.0   0.00000    
  21361.8      -487.419     0.0 1.0   0.00000    
  21345.0      -430.513     0.0 1.0   0.00000    
  21340.2      -367.298     0.0 1.0   0.00000    
  21342.7      -332.310     0.0 1.0   0.00000    
  21348.8      -298.510     0.0 1.0   0.00000    
  21361.2      -256.670     0.0 1.0   0.00000    
  21387.7      -196.795     0.0 1.0   0.00000    
  21409.8      -155.439     0.0 1.0   0.00000    
  21431.2      -118.299     0.0 1.0   0.00000    
  21447.7      -90.1822     0.0 1.0   0.00000    
  21466.6      -57.9293     0.0 1.0   0.00000    
  21486.7      -22.5696     0.0 1.0   0.00000    
  21508.1       17.7696     0.0 1.0   0.00000    
  21531.6       67.0502     0.0 1.0   0.00000    
  21552.1       117.953     0.0 1.0   0.00000    
  21571.9       181.933     0.0 1.0   0.00000    
  21582.6       232.901     0.0 1.0   0.00000    
  21588.8       286.653     0.0 1.0   0.00000    
  21589.9       324.515     0.0 1.0   0.00000    
  21588.1       362.337     0.0 1.0   0.00000    
  21582.2       406.067     0.0 1.0   0.00000    
  21571.7       450.175     0.0 1.0   0.00000    
  21558.6       487.195     0.0 1.0   0.00000    
  21541.7       523.072     0.0 1.0   0.00000    
  21518.3       560.936     0.0 1.0   0.00000    
  21489.4       596.237     0.0 1.0   0.00000    
  21459.8       624.046     0.0 1.0   0.00000    
  21426.6       647.977     0.0 1.0   0.00000    
  21385.0       669.523     0.0 1.0   0.00000    
  21340.7       684.046     0.0 1.0   0.00000    
  21288.8       691.442     0.0 1.0   0.00000    
  21234.8       688.728     0.0 1.0   0.00000    
  21170.1       671.060     0.0 1.0   0.00000    
  21135.9       654.679     0.0 1.0   0.00000    
  21104.9       634.841     0.0 1.0   0.00000    
  21058.6       594.045     0.0 1.0   0.00000    
  21021.6       548.908     0.0 1.0   0.00000    
  20994.0       505.631     0.0 1.0   0.00000    
  20970.7       460.986     0.0 1.0   0.00000    
  20944.2       399.960     0.0 1.0   0.00000    
  20931.1       367.709     0.0 1.0   0.00000    
  20914.2       324.803     0.0 1.0   0.00000    
  20896.8       281.860     0.0 1.0   0.00000    
  20876.4       235.153     0.0 1.0   0.00000    
  20850.7       182.855     0.0 1.0   0.00000    
  20821.2       131.390     0.0 1.0   0.00000    
  20784.2       76.6871     0.0 1.0   0.00000    
  20745.6       27.4441     0.0 1.0   0.00000    
  20718.8      -3.73266     0.0 1.0   0.00000    
  20690.9      -34.3665     0.0 1.0   0.00000    
  20653.5      -73.7444     0.0 1.0   0.00000    
  20613.4      -115.147     0.0 1.0   0.00000    
  20583.5      -146.119     0.0 1.0   0.00000    
  20552.7      -178.098     0.0 1.0   0.00000    
  20526.8      -205.093     0.0 1.0   0.00000    
  20500.3      -232.427     0.0 1.0   0.00000    
  20468.1      -264.410     0.0 1.0   0.00000    
  20435.4      -294.620     0.0 1.0   0.00000    
  20399.2      -324.258     0.0 1.0   0.00000    
  20360.5      -350.270     0.0 1.0   0.00000    
  20313.1      -373.394     0.0 1.0   0.00000    
  20262.6      -387.249     0.0 1.0   0.00000    
  20205.0      -389.044     0.0 1.0   0.00000    
  20167.8      -375.426     0.0 1.0   0.00000    
  20134.7      -354.491     0.0 1.0   0.00000    
  20084.9      -311.813     0.0 1.0   0.00000    
  20054.0      -262.931     0.0 1.0   0.00000    
  20053.8      -204.634     0.0 1.0   0.00000    
  20063.6      -172.268     0.0 1.0   0.00000    
  20093.3      -121.878     0.0 1.0   0.00000    
  20112.9      -95.8332     0.0 1.0   0.00000    
  20134.2      -70.0142     0.0 1.0   0.00000    
  20159.2      -40.2024     0.0 1.0   0.00000    
  20184.0      -8.27587     0.0 1.0   0.00000    
  20206.3       26.2139     0.0 1.0   0.00000    
  20224.9       65.8413     0.0 1.0   0.00000    
  20237.3       114.336     0.0 1.0   0.00000    
  20237.5       167.949     0.0 1.0   0.00000    
  20218.3       228.893     0.0 1.0   0.00000    
  20181.5       276.709     0.0 1.0   0.00000    
