 0.0000000E+000, 4.7667000E-003, 0.0000000E+000
 5.0000000E+001, 8.6697000E-003, 0.0000000E+000
 1.0000000E+002, 8.5710000E-003, 0.0000000E+000
 1.5000000E+002, 8.0510000E-003, 0.0000000E+000
 2.0106418E+002, 1.1846494E+000, 0.0000000E+000
 2.5548488E+002, 4.3772524E+000, 0.0000000E+000
 3.1318673E+002, 9.6628742E+000, 0.0000000E+000
 3.7111004E+002, 1.6192959E+001, 0.0000000E+000
 4.2701672E+002, 2.3051849E+001, 0.0000000E+000
 4.8102307E+002, 2.9781518E+001, 0.0000000E+000
 5.3413435E+002, 3.6137766E+001, 0.0000000E+000
 5.8718775E+002, 4.1875330E+001, 0.0000000E+000
 6.4066443E+002, 4.6728944E+001, 0.0000000E+000
 6.9477442E+002, 5.0466735E+001, 0.0000000E+000
 7.4966263E+002, 5.2940935E+001, 0.0000000E+000
 8.0549590E+002, 5.4100044E+001, 0.0000000E+000
 8.6244511E+002, 5.3974781E+001, 0.0000000E+000
 9.2067021E+002, 5.2651473E+001, 0.0000000E+000
 9.8035921E+002, 5.0228919E+001, 0.0000000E+000
 1.0417402E+003, 4.6765012E+001, 0.0000000E+000
 1.1051101E+003, 4.2234069E+001, 0.0000000E+000
 1.1441502E+003, 3.8958656E+001, 0.0000000E+000
 1.1833002E+003, 3.5300846E+001, 0.0000000E+000
 1.2175203E+003, 3.1797106E+001, 0.0000000E+000
 1.2523804E+003, 2.7944595E+001, 0.0000000E+000
 1.3111305E+003, 2.0865502E+001, 0.0000000E+000
 1.3590806E+003, 1.4769176E+001, 0.0000000E+000
 1.4063906E+003, 8.7522246E+000, 0.0000000E+000
 1.4503405E+003, 3.5242199E+000, 0.0000000E+000
 1.4972303E+003,-1.2208749E+000, 0.0000000E+000
 1.5355501E+003,-4.0266765E+000, 0.0000000E+000
 1.5766800E+003,-5.5937766E+000, 0.0000000E+000
 1.6161802E+003,-5.2986330E+000, 0.0000000E+000
 1.6558909E+003,-2.8656721E+000, 0.0000000E+000
 1.6903522E+003, 1.2602269E+000, 0.0000000E+000
 1.7252045E+003, 7.5593924E+000, 0.0000000E+000
 1.7825185E+003, 2.3110354E+001, 0.0000000E+000
 1.8408139E+003, 4.6476538E+001, 0.0000000E+000
 1.8945787E+003, 7.5477181E+001, 0.0000000E+000
 1.9442914E+003, 1.0869624E+002, 0.0000000E+000
 1.9936605E+003, 1.4664161E+002, 0.0000000E+000
 2.0230883E+003, 1.7004575E+002, 0.0000000E+000
 2.0554342E+003, 1.9526207E+002, 0.0000000E+000
 2.0869890E+003, 2.1793240E+002, 0.0000000E+000
 2.1256024E+003, 2.4155021E+002, 0.0000000E+000
 2.1769356E+003, 2.6390255E+002, 0.0000000E+000
 2.2152552E+003, 2.7307651E+002, 0.0000000E+000
 2.2554896E+003, 2.7632358E+002, 0.0000000E+000
 2.2914190E+003, 2.7378688E+002, 0.0000000E+000
 2.3279207E+003, 2.6501146E+002, 0.0000000E+000
 2.3625830E+003, 2.4769067E+002, 0.0000000E+000
 2.3939270E+003, 2.2490205E+002, 0.0000000E+000
 2.4424946E+003, 1.7993860E+002, 0.0000000E+000
 2.4759976E+003, 1.3272010E+002, 0.0000000E+000
 2.4896564E+003, 9.6989675E+001, 0.0000000E+000
 2.4978312E+003, 6.0152528E+001, 0.0000000E+000
 2.5009911E+003,-4.5884334E+000, 0.0000000E+000
 2.4949461E+003,-5.6053882E+001, 0.0000000E+000
 2.4835901E+003,-1.0335037E+002, 0.0000000E+000
 2.4613518E+003,-1.6544737E+002, 0.0000000E+000
 2.4424141E+003,-2.0841575E+002, 0.0000000E+000
 2.4216353E+003,-2.5128840E+002, 0.0000000E+000
 2.4021070E+003,-2.9073022E+002, 0.0000000E+000
 2.3839989E+003,-3.2908896E+002, 0.0000000E+000
 2.3676806E+003,-3.6815122E+002, 0.0000000E+000
 2.3523703E+003,-4.1480170E+002, 0.0000000E+000
 2.3407743E+003,-4.8125098E+002, 0.0000000E+000
 2.3405870E+003,-5.1508394E+002, 0.0000000E+000
 2.3447212E+003,-5.4867696E+002, 0.0000000E+000
 2.3639004E+003,-6.0602702E+002, 0.0000000E+000
 2.4001681E+003,-6.5857862E+002, 0.0000000E+000
 2.4380384E+003,-6.9040594E+002, 0.0000000E+000
 2.4836856E+003,-7.1299130E+002, 0.0000000E+000
 2.5490503E+003,-7.2544282E+002, 0.0000000E+000
 2.5861965E+003,-7.2490272E+002, 0.0000000E+000
 2.6218864E+003,-7.1963502E+002, 0.0000000E+000
 2.6611528E+003,-7.0852187E+002, 0.0000000E+000
 2.6989074E+003,-6.9217687E+002, 0.0000000E+000
 2.7446272E+003,-6.6359769E+002, 0.0000000E+000
 2.7791372E+003,-6.3420712E+002, 0.0000000E+000
 2.8093364E+003,-6.0105182E+002, 0.0000000E+000
 2.8309369E+003,-5.7147577E+002, 0.0000000E+000
 2.8498584E+003,-5.3978617E+002, 0.0000000E+000
 2.8756409E+003,-4.8197433E+002, 0.0000000E+000
 2.8872829E+003,-4.4609138E+002, 0.0000000E+000
 2.8959440E+003,-4.1083002E+002, 0.0000000E+000
 2.9028540E+003,-3.7063564E+002, 0.0000000E+000
 2.9069428E+003,-3.3007630E+002, 0.0000000E+000
 2.9083606E+003,-2.9201828E+002, 0.0000000E+000
 2.9076180E+003,-2.5446433E+002, 0.0000000E+000
 2.9027137E+003,-1.9762121E+002, 0.0000000E+000
 2.8949601E+003,-1.4705125E+002, 0.0000000E+000
 2.8813465E+003,-8.3487807E+001, 0.0000000E+000
 2.8659539E+003,-2.3993491E+001, 0.0000000E+000
 2.8502315E+003, 3.3308241E+001, 0.0000000E+000
 2.8356281E+003, 9.0235055E+001, 0.0000000E+000
 2.8243328E+003, 1.4685347E+002, 0.0000000E+000
 2.8200881E+003, 1.8245586E+002, 0.0000000E+000
 2.8186514E+003, 2.2198641E+002, 0.0000000E+000
 2.8248280E+003, 2.8249589E+002, 0.0000000E+000
 2.8363783E+003, 3.2224558E+002, 0.0000000E+000
 2.8659339E+003, 3.7856652E+002, 0.0000000E+000
 2.9078733E+003, 4.2692780E+002, 0.0000000E+000
 2.9595618E+003, 4.6465328E+002, 0.0000000E+000
 2.9925536E+003, 4.8064465E+002, 0.0000000E+000
 3.0272057E+003, 4.9227385E+002, 0.0000000E+000
 3.0888061E+003, 5.0185733E+002, 0.0000000E+000
 3.1370961E+003, 4.9978476E+002, 0.0000000E+000
 3.1815932E+003, 4.9048321E+002, 0.0000000E+000
 3.2287389E+003, 4.7240364E+002, 0.0000000E+000
 3.2713647E+003, 4.4777479E+002, 0.0000000E+000
 3.3128302E+003, 4.1445640E+002, 0.0000000E+000
 3.3490853E+003, 3.7525917E+002, 0.0000000E+000
 3.3817785E+003, 3.2798020E+002, 0.0000000E+000
 3.4064091E+003, 2.8021988E+002, 0.0000000E+000
 3.4229477E+003, 2.3796795E+002, 0.0000000E+000
 3.4357249E+003, 1.9483432E+002, 0.0000000E+000
 3.4482490E+003, 1.3192768E+002, 0.0000000E+000
 3.4544040E+003, 7.9206491E+001, 0.0000000E+000
 3.4572701E+003, 3.3183224E+001, 0.0000000E+000
 3.4584071E+003,-8.1738581E+000, 0.0000000E+000
 3.4587045E+003,-4.5843840E+001, 0.0000000E+000
 3.4587120E+003,-8.3240653E+001, 0.0000000E+000
 3.4591071E+003,-1.5033780E+002, 0.0000000E+000
 3.4623317E+003,-2.0947783E+002, 0.0000000E+000
 3.4717725E+003,-2.7395756E+002, 0.0000000E+000
 3.4865326E+003,-3.2659703E+002, 0.0000000E+000
 3.5049544E+003,-3.6982172E+002, 0.0000000E+000
 3.5393940E+003,-4.2535939E+002, 0.0000000E+000
 3.5695712E+003,-4.6145247E+002, 0.0000000E+000
 3.5997206E+003,-4.9136891E+002, 0.0000000E+000
 3.6290816E+003,-5.1734226E+002, 0.0000000E+000
 3.6564533E+003,-5.4052944E+002, 0.0000000E+000
 3.6973494E+003,-5.7636967E+002, 0.0000000E+000
 3.7200351E+003,-6.0006801E+002, 0.0000000E+000
 3.7457508E+003,-6.3376794E+002, 0.0000000E+000
 3.7640628E+003,-6.6830790E+002, 0.0000000E+000
 3.7769753E+003,-7.1205699E+002, 0.0000000E+000
 3.7779342E+003,-7.7227919E+002, 0.0000000E+000
 3.7615738E+003,-8.2843028E+002, 0.0000000E+000
 3.7429611E+003,-8.6254770E+002, 0.0000000E+000
 3.7206023E+003,-8.9245555E+002, 0.0000000E+000
 3.6895598E+003,-9.2525257E+002, 0.0000000E+000
 3.6538062E+003,-9.5857043E+002, 0.0000000E+000
 3.6201325E+003,-9.9240728E+002, 0.0000000E+000
 3.5863964E+003,-1.0401790E+003, 0.0000000E+000
 3.5729477E+003,-1.0777360E+003, 0.0000000E+000
 3.5704033E+003,-1.1285311E+003, 0.0000000E+000
 3.5879396E+003,-1.1818440E+003, 0.0000000E+000
 3.6283086E+003,-1.2286413E+003, 0.0000000E+000
 3.6747825E+003,-1.2544704E+003, 0.0000000E+000
