 0.0000000000000000E+000 1630
 0.000000E+000  4.766700E-003
 5.000000E+001  8.669700E-003
 1.000000E+002  8.571000E-003
 1.500000E+002  8.051000E-003
 2.010640E+002  1.189090E+000
 2.554840E+002  4.388880E+000
 3.131850E+002  9.679790E+000
 3.711080E+002  1.621030E+001
 4.270150E+002  2.306580E+001
 4.810220E+002  2.979030E+001
 5.341340E+002  3.614080E+001
 5.871880E+002  4.187280E+001
 6.406650E+002  4.672180E+001
 6.947750E+002  5.045660E+001
 7.496630E+002  5.292970E+001
 8.054960E+002  5.408940E+001
 8.624450E+002  5.396590E+001
 9.206700E+002  5.264490E+001
 9.803590E+002  5.022460E+001
 1.041740E+003  4.676240E+001
 1.105110E+003  4.223230E+001
 1.144150E+003  3.895690E+001
 1.183300E+003  3.529880E+001
 1.217520E+003  3.179460E+001
 1.252380E+003  2.794150E+001
 1.311130E+003  2.086130E+001
 1.359080E+003  1.476430E+001
 1.406390E+003  8.747120E+000
 1.450340E+003  3.519590E+000
 1.497230E+003 -1.224070E+000
 1.535550E+003 -4.027800E+000
 1.576680E+003 -5.591740E+000
 1.616180E+003 -5.292700E+000
 1.655890E+003 -2.855170E+000
 1.690350E+003  1.274980E+000
 1.725200E+003  7.578330E+000
 1.782510E+003  2.313570E+001
 1.840800E+003  4.650630E+001
 1.894560E+003  7.550830E+001
 1.944270E+003  1.087260E+002
 1.993640E+003  1.466680E+002
 2.023070E+003  1.700690E+002
 2.055420E+003  1.952810E+002
 2.086980E+003  2.179460E+002
 2.125600E+003  2.415550E+002
 2.176940E+003  2.638900E+002
 2.215260E+003  2.730460E+002
 2.255490E+003  2.762750E+002
 2.291410E+003  2.737290E+002
 2.327900E+003  2.649550E+002
 2.362540E+003  2.476200E+002
 2.393860E+003  2.248230E+002
 2.442430E+003  1.798810E+002
 2.475950E+003  1.326930E+002
 2.489600E+003  9.697270E+001
 2.497770E+003  6.014570E+001
 2.500930E+003 -4.586920E+000
 2.494890E+003 -5.604400E+001
 2.483540E+003 -1.033350E+002
 2.461310E+003 -1.654310E+002
 2.442380E+003 -2.084000E+002
 2.421610E+003 -2.512760E+002
 2.402090E+003 -2.907220E+002
 2.383990E+003 -3.290850E+002
 2.367680E+003 -3.681510E+002
 2.352380E+003 -4.148040E+002
 2.340800E+003 -4.812540E+002
 2.340620E+003 -5.150820E+002
 2.344760E+003 -5.486670E+002
 2.363950E+003 -6.060020E+002
 2.400220E+003 -6.585330E+002
 2.438080E+003 -6.903420E+002
 2.483710E+003 -7.129140E+002
 2.549060E+003 -7.253590E+002
 2.586190E+003 -7.248210E+002
 2.621870E+003 -7.195600E+002
 2.661130E+003 -7.084580E+002
 2.698880E+003 -6.921260E+002
 2.744600E+003 -6.635600E+002
 2.779110E+003 -6.341790E+002
 2.809310E+003 -6.010300E+002
 2.830910E+003 -5.714580E+002
 2.849830E+003 -5.397720E+002
 2.875610E+003 -4.819620E+002
 2.887250E+003 -4.460820E+002
 2.895910E+003 -4.108230E+002
 2.902820E+003 -3.706310E+002
 2.906910E+003 -3.300740E+002
 2.908330E+003 -2.920180E+002
 2.907590E+003 -2.544660E+002
 2.902690E+003 -1.976240E+002
 2.894940E+003 -1.470550E+002
 2.881330E+003 -8.349170E+001
 2.865940E+003 -2.399720E+001
 2.850220E+003  3.330520E+001
 2.835620E+003  9.023320E+001
 2.824330E+003  1.468530E+002
 2.820090E+003  1.824560E+002
 2.818660E+003  2.219860E+002
 2.824850E+003  2.824920E+002
 2.836410E+003  3.222320E+002
 2.865980E+003  3.785350E+002
 2.907920E+003  4.268770E+002
 2.959600E+003  4.645930E+002
 2.992580E+003  4.805800E+002
 3.027220E+003  4.922090E+002
 3.088810E+003  5.018010E+002
 3.137090E+003  4.997350E+002
 3.181580E+003  4.904390E+002
 3.228720E+003  4.723640E+002
 3.271340E+003  4.477390E+002
 3.312800E+003  4.144240E+002
 3.349050E+003  3.752310E+002
 3.381740E+003  3.279570E+002
 3.406370E+003  2.802020E+002
 3.422910E+003  2.379550E+002
 3.435690E+003  1.948260E+002
 3.448220E+003  1.319230E+002
 3.454380E+003  7.920430E+001
 3.457250E+003  3.318230E+001
 3.458390E+003 -8.174170E+000
 3.458690E+003 -4.584390E+001
 3.458700E+003 -8.324070E+001
 3.459100E+003 -1.503380E+002
 3.462330E+003 -2.094780E+002
 3.471780E+003 -2.739560E+002
 3.486550E+003 -3.265910E+002
 3.504980E+003 -3.698080E+002
 3.539430E+003 -4.253340E+002
 3.569610E+003 -4.614170E+002
 3.599760E+003 -4.913270E+002
 3.629120E+003 -5.172980E+002
 3.656490E+003 -5.404870E+002
 3.697380E+003 -5.763370E+002
 3.720060E+003 -6.000470E+002
 3.745760E+003 -6.337620E+002
 3.764050E+003 -6.683130E+002
 3.776930E+003 -7.120630E+002
 3.777850E+003 -7.722680E+002
 3.761470E+003 -8.283900E+002
 3.742860E+003 -8.624830E+002
 3.720510E+003 -8.923770E+002
 3.689480E+003 -9.251720E+002
 3.653740E+003 -9.585020E+002
 3.620080E+003 -9.923640E+002
 3.586380E+003 -1.040170E+003
 3.572970E+003 -1.077740E+003
 3.570480E+003 -1.128520E+003
 3.588050E+003 -1.181780E+003
 3.628410E+003 -1.228520E+003
 3.674840E+003 -1.254320E+003
 3.725170E+003 -1.265510E+003
 3.767160E+003 -1.265160E+003
 3.807380E+003 -1.257620E+003
 3.857140E+003 -1.239000E+003
 3.899270E+003 -1.215740E+003
 3.949480E+003 -1.179570E+003
 3.987670E+003 -1.147730E+003
 4.021450E+003 -1.117860E+003
 4.058640E+003 -1.084680E+003
 4.095620E+003 -1.052860E+003
 4.122820E+003 -1.030700E+003
 4.150840E+003 -1.009100E+003
 4.203470E+003 -9.716880E+002
 4.241900E+003 -9.462320E+002
 4.279450E+003 -9.221820E+002
 4.309000E+003 -9.032880E+002
 4.338470E+003 -8.840540E+002
 4.382310E+003 -8.538790E+002
 4.421750E+003 -8.238080E+002
 4.450490E+003 -7.993320E+002
 4.477570E+003 -7.737310E+002
 4.508120E+003 -7.411410E+002
 4.534250E+003 -7.095050E+002
 4.571390E+003 -6.572120E+002
 4.592250E+003 -6.239340E+002
 4.612680E+003 -5.886050E+002
 4.642360E+003 -5.332860E+002
 4.658660E+003 -5.022860E+002
 4.687660E+003 -4.477520E+002
 4.720300E+003 -3.910510E+002
 4.743860E+003 -3.546210E+002
 4.770380E+003 -3.180760E+002
 4.797960E+003 -2.848430E+002
 4.832510E+003 -2.492880E+002
 4.884550E+003 -2.066040E+002
 4.923020E+003 -1.824240E+002
 4.963740E+003 -1.626670E+002
 5.001910E+003 -1.490880E+002
 5.044260E+003 -1.392140E+002
 5.111020E+003 -1.341440E+002
 5.156570E+003 -1.380400E+002
 5.199900E+003 -1.474830E+002
 5.245950E+003 -1.641450E+002
 5.288750E+003 -1.865240E+002
 5.323360E+003 -2.103710E+002
 5.355570E+003 -2.385690E+002
 5.382210E+003 -2.680120E+002
 5.406120E+003 -2.992520E+002
 5.425630E+003 -3.274280E+002
 5.444070E+003 -3.564610E+002
 5.472680E+003 -4.079050E+002
 5.491980E+003 -4.491760E+002
 5.507670E+003 -4.857510E+002
 5.522340E+003 -5.212380E+002
 5.535450E+003 -5.526460E+002
 5.552540E+003 -5.913430E+002
 5.571960E+003 -6.302750E+002
 5.599840E+003 -6.763890E+002
 5.636790E+003 -7.223150E+002
 5.668270E+003 -7.508620E+002
 5.707720E+003 -7.766170E+002
 5.767330E+003 -7.992210E+002
 5.814050E+003 -8.055070E+002
 5.860090E+003 -8.027910E+002
 5.899240E+003 -7.935100E+002
 5.937970E+003 -7.774770E+002
