5 100     -1.00000
6 100     -1.00000
7 100     -1.00000
8 100     -1.00000
9 100     -1.00000
10 100     -1.00000
11 100     -1.00000
12 100     -1.00000
13 100     -1.00000
14 100     -1.00000
15 100     -1.00000
16 100     -1.00000
17 100     -1.00000
18 100     -1.00000
19 100     -1.00000
20 100     -1.00000
21 100     -1.00000
22 100     -1.00000
23 100     -1.00000
24 100     -1.00000
25 100     -1.00000
26 100     -1.00000
27 100     -1.00000
28 99     -1.00000
29 99     -1.00000
30 99     -1.00000
31 99     -1.00000
32 99     -1.00000
33 98     -1.00000
34 98     -1.00000
35 98     -1.00000
36 98     -1.00000
37 99     -1.00000
38 99     -1.00000
39 99     -1.00000
40 100     -1.00000
41 101     -1.00000
42 102     -1.00000
43 102     -1.00000
43 103     -1.00000
44 104     -1.00000
45 105     -1.00000
45 106     -1.00000
46 106     -1.00000
47 107     -1.00000
48 108     -1.00000
49 108     -1.00000
49 109     -1.00000
50 109     -1.00000
51 109     -1.00000
52 109     -1.00000
53 109     -1.00000
54 109     -1.00000
55 108     -1.00000
56 108     -1.00000
57 107     -1.00000
58 107     -1.00000
59 106     -1.00000
60 106     -1.00000
61 106     -1.00000
62 105     -1.00000
63 105     -1.00000
64 105     -1.00000
65 105     -1.00000
66 104     -1.00000
67 104     -1.00000
67 113     -1.00000
67 114     -1.00000
67 115     -1.00000
68 101     -1.00000
68 102     -1.00000
68 103     -1.00000
68 111     -1.00000
68 112     -1.00000
68 116     -1.00000
69 99     -1.00000
69 100     -1.00000
69 111     -1.00000
69 117     -1.00000
70 99     -1.00000
70 110     -1.00000
70 118     -1.00000
71 99     -1.00000
71 109     -1.00000
71 118     -1.00000
72 99     -1.00000
72 108     -1.00000
72 109     -1.00000
72 118     -1.00000
73 100     -1.00000
73 101     -1.00000
73 107     -1.00000
73 118     -1.00000
74 102     -1.00000
74 103     -1.00000
74 104     -1.00000
74 105     -1.00000
74 106     -1.00000
74 118     -1.00000
75 118     -1.00000
76 117     -1.00000
77 117     -1.00000
78 116     -1.00000
78 117     -1.00000
79 115     -1.00000
80 115     -1.00000
81 114     -1.00000
82 113     -1.00000
83 111     -1.00000
83 112     -1.00000
84 110     -1.00000
84 111     -1.00000
85 108     -1.00000
85 109     -1.00000
86 106     -1.00000
86 107     -1.00000
87 104     -1.00000
87 105     -1.00000
87 106     -1.00000
88 99     -1.00000
88 100     -1.00000
88 101     -1.00000
88 102     -1.00000
88 103     -1.00000
89 98     -1.00000
89 99     -1.00000
90 97     -1.00000
91 97     -1.00000
92 96     -1.00000
93 96     -1.00000
94 97     -1.00000
95 98     -1.00000
96 98     -1.00000
96 99     -1.00000
96 100     -1.00000
96 101     -1.00000
97 101     -1.00000
97 102     -1.00000
97 103     -1.00000
97 104     -1.00000
98 104     -1.00000
99 105     -1.00000
100 105     -1.00000
101 105     -1.00000
102 105     -1.00000
103 104     -1.00000
104 104     -1.00000
105 103     -1.00000
106 102     -1.00000
107 101     -1.00000
108 101     -1.00000
109 101     -1.00000
110 101     -1.00000
111 101     -1.00000
112 102     -1.00000
113 102     -1.00000
113 103     -1.00000
114 104     -1.00000
114 105     -1.00000
114 106     -1.00000
114 107     -1.00000
114 108     -1.00000
114 109     -1.00000
114 110     -1.00000
114 111     -1.00000
115 112     -1.00000
115 113     -1.00000
116 91     -1.00000
116 92     -1.00000
116 93     -1.00000
116 94     -1.00000
116 95     -1.00000
116 96     -1.00000
116 97     -1.00000
116 113     -1.00000
117 91     -1.00000
117 97     -1.00000
117 98     -1.00000
117 114     -1.00000
118 90     -1.00000
118 99     -1.00000
